,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1250,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,28,78,71,10,Yes
1251,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,27,75,72,10,Elite
1252,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,27,68,67,10,Elite
1253,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,25,68,64,9,Yes
1254,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,14,28,22,4,No
1255,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,24,20,4,No
1256,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,22,19,3,No
1257,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,23,19,3,No
1258,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,19,3,No
1259,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,18,3,No
1260,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,19,3,No
1261,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,18,3,No
1262,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,43,99,106,10,Yes
1263,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,43,99,106,10,Elite
1264,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,30,23,5,No
1265,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,27,21,4,No
1266,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,14,30,23,5,No
1267,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,13,27,21,4,No
1268,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,43,91,97,10,Elite
1269,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,12,24,20,4,No
1270,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,12,22,19,3,No
1271,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,12,23,19,3,No
1272,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,19,3,No
1273,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,18,3,No
1274,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,12,23,19,3,No
1275,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,11,22,18,3,No
1276,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,15,30,25,5,No
1277,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,14,28,23,5,No
1278,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,20,61,60,10,No
1279,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,17,32,27,6,No
1280,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,17,31,26,5,No
1281,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,13,22,19,3,No
1282,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,28,66,65,9,Yes
1283,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,9,17,14,1,No
1284,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,9,17,15,2,No
1285,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,26,72,71,10,Elite
1286,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,26,58,59,10,Elite
1287,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,26,61,62,10,Elite
1288,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,66,78,71,10,Yes
1289,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,70,75,72,10,Elite
1290,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,66,68,67,10,Elite
1291,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,62,68,64,9,Yes
1292,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,18,28,22,4,No
1293,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,24,20,4,No
1294,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,22,19,3,No
1295,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,23,19,3,No
1296,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,19,3,No
1297,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,18,3,No
1298,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,19,3,No
1299,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,18,3,No
1300,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,113,99,106,10,Yes
1301,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,113,99,106,10,Elite
1302,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,30,23,5,No
1303,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,27,21,4,No
1304,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,19,30,23,5,No
1305,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,18,27,21,4,No
1306,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,102,91,97,10,Elite
1307,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,18,24,20,4,No
1308,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,17,22,19,3,No
1309,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,16,23,19,3,No
1310,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,19,3,No
1311,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,18,3,No
1312,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,16,23,19,3,No
1313,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,16,22,18,3,No
1314,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,21,30,25,5,No
1315,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,21,28,23,5,No
1316,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,59,61,60,10,No
1317,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,24,32,27,6,No
1318,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,23,31,26,5,No
1319,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,18,22,19,3,No
1320,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,63,66,65,9,Yes
1321,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,13,17,14,1,No
1322,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,13,17,15,2,No
1323,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,70,72,71,10,Elite
1324,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,60,58,59,10,Elite
1325,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,63,61,62,10,Elite
1326,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,66,78,71,10,Yes
1327,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,70,75,72,10,Elite
1328,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,66,68,67,10,Elite
1329,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,62,68,64,9,Yes
1330,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18,28,22,4,No
1331,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,24,20,4,No
1332,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,22,19,3,No
1333,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,23,19,3,No
1334,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,No
1335,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,No
1336,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,No
1337,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,No
1338,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,113,99,106,10,Yes
1339,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,113,99,106,10,Elite
1340,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,30,23,5,No
1341,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,27,21,4,No
1342,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19,30,23,5,No
1343,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18,27,21,4,No
1344,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,102,91,97,10,Elite
1345,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18,24,20,4,No
1346,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17,22,19,3,No
1347,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16,23,19,3,No
1348,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,No
1349,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,No
1350,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16,23,19,3,No
1351,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16,22,18,3,No
1352,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,21,30,25,5,No
1353,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,21,28,23,5,No
1354,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,59,61,60,10,No
1355,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,24,32,27,6,No
1356,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,23,31,26,5,No
1357,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,18,22,19,3,No
1358,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,63,66,65,9,Yes
1359,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,13,17,14,1,No
1360,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,13,17,15,2,No
1361,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,70,72,71,10,Elite
1362,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,60,58,59,10,Elite
1363,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,63,61,62,10,Elite
